epoch,step,train_acc,train_loss,val_acc,val_loss
0,49,0.5625,1.4088575839996338,,
0,99,0.875,0.4468679130077362,,
0,149,0.9375,0.3153882920742035,,
0,199,0.75,0.9351621866226196,,
0,249,0.75,0.5355018377304077,,
0,299,0.5625,1.1261178255081177,,
0,349,0.6875,0.7620131373405457,,
0,399,0.8125,0.3276105523109436,,
0,449,0.875,0.22517038881778717,,
0,499,0.875,0.16998258233070374,,
0,549,0.9375,0.21894453465938568,,
0,599,0.9375,0.3671896159648895,,
0,649,0.9375,0.17988534271717072,,
0,699,0.875,0.381999671459198,,
0,749,0.9375,0.20466069877147675,,
0,799,0.75,0.6122207641601562,,
0,849,0.9375,0.17581571638584137,,
0,899,0.8125,0.2791456878185272,,
0,949,0.9375,0.23995573818683624,,
0,999,0.875,0.36710619926452637,,
0,1049,0.875,0.2734571397304535,,
0,1099,0.9375,0.1145537942647934,,
0,1149,0.9375,0.0922154039144516,,
0,1199,0.75,0.44047972559928894,,
0,1249,0.8125,0.2613857388496399,,
0,1299,0.9375,0.24309532344341278,,
0,1349,0.9375,0.1737758368253708,,
0,1399,0.9375,0.3089701235294342,,
0,1449,0.9375,0.3542941212654114,,
0,1499,1.0,0.056755151599645615,,
0,1549,0.9375,0.1251283586025238,,
0,1599,1.0,0.026372551918029785,,
0,1649,0.9375,0.145497664809227,,
0,1699,1.0,0.03573501855134964,,
0,1749,0.875,0.26252853870391846,,
0,1799,0.9375,0.14258691668510437,,
0,1849,1.0,0.06085821986198425,,
0,1899,0.9375,0.13929566740989685,,
0,1931,,,0.8827242851257324,0.3583478629589081
