epoch,step,train_acc,train_loss,val_acc,val_loss
0,49,0.25,2.2657470703125,,
0,99,0.25,2.18318247795105,,
0,149,0.5833333730697632,1.6455150842666626,,
0,199,0.5,1.55978262424469,,
0,249,0.4166666865348816,1.78144109249115,,
0,299,0.25,2.084170341491699,,
0,349,0.4166666865348816,1.8567098379135132,,
0,399,0.5,1.4570424556732178,,
0,449,0.3333333432674408,2.2309627532958984,,
0,499,0.4166666865348816,1.4945652484893799,,
0,549,0.3333333432674408,1.2625453472137451,,
0,599,0.5,1.4116078615188599,,
0,649,0.4166666865348816,1.5687627792358398,,
0,699,0.3333333432674408,1.7826683521270752,,
0,749,0.75,1.0209739208221436,,
0,799,0.5,1.1012073755264282,,
0,849,0.5,1.8326390981674194,,
0,899,0.8333333730697632,0.8156349062919617,,
0,949,0.5,1.169718861579895,,
0,999,0.4166666865348816,1.63848876953125,,
0,1049,0.6666666865348816,0.7861133813858032,,
0,1099,0.8333333730697632,0.5940011143684387,,
0,1149,0.6666666865348816,0.7330887317657471,,
0,1199,0.5833333730697632,1.2732834815979004,,
0,1249,0.8333333730697632,0.7746046185493469,,
0,1299,0.5833333730697632,0.86592698097229,,
0,1349,0.5833333730697632,1.1853138208389282,,
0,1399,0.6666666865348816,1.0218838453292847,,
0,1449,0.5,1.8953059911727905,,
0,1499,0.75,0.7050521373748779,,
0,1549,0.75,0.6258572936058044,,
0,1599,0.9166666865348816,0.6403073668479919,,
0,1649,0.8333333730697632,0.6166836023330688,,
0,1699,0.6666666865348816,0.7656521797180176,,
0,1749,0.6666666865348816,0.5369548797607422,,
0,1799,0.8333333730697632,0.4395306408405304,,
0,1849,0.8333333730697632,0.3891025483608246,,
0,1899,0.5833333730697632,0.9808807373046875,,
0,1949,0.9166666865348816,0.21052663028240204,,
0,1999,0.9166666865348816,0.2504713535308838,,
0,2049,1.0,0.20500178635120392,,
0,2099,0.9166666865348816,0.23123699426651,,
0,2149,0.75,0.5631659626960754,,
0,2199,0.9166666865348816,0.5439097881317139,,
0,2249,0.8333333730697632,0.6709799766540527,,
0,2299,0.75,0.46881818771362305,,
0,2349,1.0,0.14675503969192505,,
0,2399,0.9166666865348816,0.17261536419391632,,
0,2449,0.8333333730697632,0.3976353108882904,,
0,2499,0.8333333730697632,0.4125790297985077,,
0,2549,0.75,0.5551997423171997,,
0,2581,,,0.7331008315086365,0.9733112454414368
1,2599,0.75,0.46673697233200073,,
1,2649,0.8333333730697632,0.5539347529411316,,
1,2699,0.75,0.4492703378200531,,
1,2749,1.0,0.12597067654132843,,
1,2799,0.8333333730697632,0.6149535775184631,,
1,2849,0.9166666865348816,0.17481175065040588,,
1,2899,1.0,0.0798894613981247,,
1,2949,0.8333333730697632,0.2905328869819641,,
1,2999,0.6666666865348816,0.7111167311668396,,
1,3049,0.9166666865348816,0.132015660405159,,
1,3099,1.0,0.1816248744726181,,
1,3149,0.9166666865348816,0.18025505542755127,,
1,3199,0.8333333730697632,0.652646541595459,,
1,3249,0.9166666865348816,0.23648245632648468,,
1,3299,0.9166666865348816,0.41502901911735535,,
1,3349,0.8333333730697632,0.37251025438308716,,
1,3399,0.75,0.4358537793159485,,
1,3449,0.75,0.28040218353271484,,
1,3499,1.0,0.14223307371139526,,
1,3549,1.0,0.03638758137822151,,
1,3599,1.0,0.10035959631204605,,
1,3649,0.5833333730697632,0.7285963892936707,,
1,3699,0.9166666865348816,0.54227614402771,,
1,3749,0.9166666865348816,0.2308165282011032,,
1,3799,0.9166666865348816,0.19221782684326172,,
1,3849,0.9166666865348816,0.37005287408828735,,
1,3899,0.8333333730697632,0.30116620659828186,,
1,3949,0.9166666865348816,0.2397109568119049,,
1,3999,1.0,0.06656670570373535,,
1,4049,0.9166666865348816,0.13033901154994965,,
1,4099,0.9166666865348816,0.4008824825286865,,
1,4149,0.9166666865348816,0.5384586453437805,,
1,4199,0.8333333730697632,0.39003199338912964,,
1,4249,0.9166666865348816,0.1291329562664032,,
1,4299,0.9166666865348816,0.44438421726226807,,
1,4349,0.9166666865348816,0.15511071681976318,,
1,4399,0.9166666865348816,0.1806616336107254,,
1,4449,0.8333333730697632,1.2966688871383667,,
1,4499,0.8333333730697632,0.5118497610092163,,
1,4549,0.6666666865348816,0.5998232960700989,,
1,4599,0.9166666865348816,0.5000499486923218,,
1,4649,0.8333333730697632,0.5532768368721008,,
1,4699,0.9166666865348816,0.3000406324863434,,
1,4749,0.8333333730697632,0.42980408668518066,,
1,4799,0.8333333730697632,0.3807929456233978,,
1,4849,0.9166666865348816,0.3388918340206146,,
1,4899,0.9166666865348816,0.20794418454170227,,
1,4949,0.9166666865348816,0.37702178955078125,,
1,4999,0.8333333730697632,0.3489500880241394,,
1,5049,1.0,0.06274566799402237,,
1,5099,1.0,0.12847529351711273,,
1,5149,1.0,0.12891587615013123,,
1,5163,,,0.7923948764801025,0.7767279148101807
